ds,ticker,yhat,yhat_lower,yhat_upper,is_forecast
2025-12-01,INFY.NS,1560.4885853706394,1468.2238278102163,1652.5394617767668,False
2025-12-02,INFY.NS,1565.001013916552,1479.4641257165292,1651.768376723959,False
2025-12-03,INFY.NS,1573.1537036822647,1486.4897067482198,1657.0925625725608,False
2025-12-04,INFY.NS,1577.7917455176469,1485.7930642907518,1658.1235255132806,False
2025-12-05,INFY.NS,1579.183050653646,1491.287071345987,1671.3928656280686,False
2025-12-08,INFY.NS,1592.9129062959946,1499.622813269095,1686.6100335317335,False
2025-12-09,INFY.NS,1597.1260646925534,1507.921064623533,1683.6244313951481,False
2025-12-10,INFY.NS,1604.753688425332,1517.616046698104,1693.1335025444698,False
2025-12-11,INFY.NS,1608.6068755365793,1521.8795765646785,1693.9866784453566,False
2025-12-12,INFY.NS,1608.9257051574423,1523.268996840041,1703.8028082357093,False
2025-12-15,INFY.NS,1617.5487145167785,1525.4752674913022,1711.5560240461532,False
2025-12-16,INFY.NS,1620.0755780468078,1531.6385415370478,1707.2548923574584,False
2025-12-17,INFY.NS,1625.7139265332983,1537.0986212929156,1718.955272274104,False
2025-12-18,INFY.NS,1627.2992129540762,1538.43655805752,1716.7675201867496,False
2025-12-19,INFY.NS,1625.104578785736,1537.8198565877954,1717.9878758728332,False
2025-12-22,INFY.NS,1625.1574715777788,1533.4191326244409,1710.0342089994947,False
2025-12-23,INFY.NS,1624.6618517288068,1534.2257600612086,1711.2129745915854,False
2025-12-24,INFY.NS,1627.293383973005,1540.760024583928,1717.5380654703802,False
2025-12-26,INFY.NS,1620.9632576968927,1531.006327371365,1713.2922612185573,False
2025-12-29,INFY.NS,1614.0335041248156,1531.4458517902415,1708.1173560920568,False
2025-12-30,INFY.NS,1611.8341912742412,1525.1640065380757,1700.917377153069,False
2025-12-31,INFY.NS,1613.1354051790665,1526.513482632628,1709.0962555851063,False
2026-01-01,INFY.NS,1610.8574600836432,1521.9043764140301,1701.7100620871586,False
2026-01-02,INFY.NS,1605.3473159496214,1514.1666544628329,1692.6675452769384,False
2026-01-05,INFY.NS,1599.268018258897,1513.9228445898345,1690.492076967549,False
2026-01-06,INFY.NS,1598.094416135701,1509.468567694437,1691.2745962875738,False
2026-01-07,INFY.NS,1600.734042828647,1515.599670661239,1696.0150269607732,False
2026-01-08,INFY.NS,1600.0584448857635,1511.583715765752,1685.2045730820553,False
2026-01-09,INFY.NS,1596.3582731642598,1504.4365470952112,1681.9842032781705,False
2026-01-12,INFY.NS,1596.3098930260437,1519.2027033118457,1682.6623557748358,False
2026-01-13,INFY.NS,1597.1166364413368,1512.0503654198653,1688.451563027388,False
2026-01-14,INFY.NS,1601.6051056631657,1507.9558475659283,1690.2594980613048,False
